Renda - desigualdade - índice de Theil - INATIVA
Sigla,Código,Brasil,1976,1977,1978,1979,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1992,1993,1995,1996,1997,1998,1999,2001,2002,2003,2004,2005,2006,2007,2008,2009,2011,2012,2013,2014,
BR,0,Brasil,0.8609696686,0.9121933663,0.7399604683,0.719378701,0.681869314,0.7047193524,0.720522986,0.7021037265,0.7269982274,0.7173234685,0.7411511939,0.7786907832,0.8889145459,0.773424638,0.6948756574,0.7716440319,0.7330993545,0.7315514099,0.7376275538,0.7341273533,0.7110952195,0.7260389888,0.7104295307,0.685430812,0.6653060948,0.6596526516,0.64367871,0.6242284183,0.60158654,0.596804797,0.569069483,0.5976909054,0.5620839452,0.540716754,
