ano;nivel_federativo;poder;faixa;percentual
2019;Estadual;Executivo;< 2,5;0,3187408581530148
2019;Estadual;Executivo;2,5 - 5;0,353827296460696
2019;Estadual;Executivo;5 - 7,5;0,16965138357744833
2019;Estadual;Executivo;7,5 - 10;0,07393356245628731
2019;Estadual;Executivo;10 - 12,5;0,03250449507595233
2019;Estadual;Executivo;12,5 - 15;0,017769367363061176
2019;Estadual;Executivo;15 - 17,5;0,01049307408432793
2019;Estadual;Executivo;17,5 - 20;0,0069095207720003505
2019;Estadual;Executivo;20 - 22,5;0,004202503044887884
2019;Estadual;Executivo;22,5 - 25;0,004697392399594758
2019;Estadual;Executivo;25 - 27,5;0,002993336909787823
2019;Estadual;Executivo;27,5 - 30;0,00187037076474941
2019;Estadual;Executivo;> 30;0,0024068389381919028
2019;Federal;Executivo;< 2,5;0,09657276323942991
2019;Federal;Executivo;2,5 - 5;0,20342962009628676
2019;Federal;Executivo;5 - 7,5;0,21690473542325395
2019;Federal;Executivo;7,5 - 10;0,1352569500717649
2019;Federal;Executivo;10 - 12,5;0,09365052883571402
2019;Federal;Executivo;12,5 - 15;0,06827859605637383
2019;Federal;Executivo;15 - 17,5;0,04131909687465243
2019;Federal;Executivo;17,5 - 20;0,05484717521754559
2019;Federal;Executivo;20 - 22,5;0,02983009464490946
2019;Federal;Executivo;22,5 - 25;0,01555523777746
2019;Federal;Executivo;25 - 27,5;0,009569092902426236
2019;Federal;Executivo;27,5 - 30;0,015285126396237508
2019;Federal;Executivo;> 30;0,019500982463945427
2019;Municipal;Executivo;< 2,5;0,5812851119254823
2019;Municipal;Executivo;2,5 - 5;0,28972898451898177
2019;Municipal;Executivo;5 - 7,5;0,0777701900937373
2019;Municipal;Executivo;7,5 - 10;0,026459039939843568
2019;Municipal;Executivo;10 - 12,5;0,011306857975202613
2019;Municipal;Executivo;12,5 - 15;0,005524284517382912
2019;Municipal;Executivo;15 - 17,5;0,003220782320443446
2019;Municipal;Executivo;17,5 - 20;0,0018886245561740534
2019;Municipal;Executivo;20 - 22,5;0,001056561651691018
2019;Municipal;Executivo;22,5 - 25;0,0007455270437751129
2019;Municipal;Executivo;25 - 27,5;0,00042031703772419586
2019;Municipal;Executivo;27,5 - 30;0,0002887825294481534
2019;Municipal;Executivo;> 30;0,0003049358901136323
2019;Estadual;Judiciario;< 2,5;0,03475908509261467
2019;Estadual;Judiciario;2,5 - 5;0,11823635594003766
2019;Estadual;Judiciario;5 - 7,5;0,24626695016275074
2019;Estadual;Judiciario;7,5 - 10;0,21468989777598296
2019;Estadual;Judiciario;10 - 12,5;0,1304000895250792
2019;Estadual;Judiciario;12,5 - 15;0,09119394343377334
2019;Estadual;Judiciario;15 - 17,5;0,05164234730865231
2019;Estadual;Judiciario;17,5 - 20;0,03306102788414287
2019;Estadual;Judiciario;20 - 22,5;0,02012854633652672
2019;Estadual;Judiciario;22,5 - 25;0,013900714740985457
2019;Estadual;Judiciario;25 - 27,5;0,010236998185170949
2019;Estadual;Judiciario;27,5 - 30;0,009881817164487737
2019;Estadual;Judiciario;> 30;0,025602226449795405
2019;Federal;Judiciario;< 2,5;0,06311382901235062
2019;Federal;Judiciario;2,5 - 5;0,01885810794585898
2019;Federal;Judiciario;5 - 7,5;0,01038956880888156
2019;Federal;Judiciario;7,5 - 10;0,06874084509296984
2019;Federal;Judiciario;10 - 12,5;0,15593958361681862
2019;Federal;Judiciario;12,5 - 15;0,1952246404072583
2019;Federal;Judiciario;15 - 17,5;0,14512578742205823
2019;Federal;Judiciario;17,5 - 20;0,11314864767515388
2019;Federal;Judiciario;20 - 22,5;0,09609150504670504
2019;Federal;Judiciario;22,5 - 25;0,06490679003946115
2019;Federal;Judiciario;25 - 27,5;0,03713990699014672
2019;Federal;Judiciario;27,5 - 30;0,01790559740020651
2019;Federal;Judiciario;> 30;0,013415190542130582
2019;Estadual;Legislativo;< 2,5;0,2664366962435993
2019;Estadual;Legislativo;2,5 - 5;0,23973927999061878
2019;Estadual;Legislativo;5 - 7,5;0,14514521361841848
2019;Estadual;Legislativo;7,5 - 10;0,08645389516475785
2019;Estadual;Legislativo;10 - 12,5;0,05868154633936599
2019;Estadual;Legislativo;12,5 - 15;0,04599734198491186
2019;Estadual;Legislativo;15 - 17,5;0,03948911386467576
2019;Estadual;Legislativo;17,5 - 20;0,03551186334675371
2019;Estadual;Legislativo;20 - 22,5;0,022036117734433022
2019;Estadual;Legislativo;22,5 - 25;0,016856897158269164
2019;Estadual;Legislativo;25 - 27,5;0,01646601258648321
2019;Estadual;Legislativo;27,5 - 30;0,011755853496462495
2019;Estadual;Legislativo;> 30;0,015430168471250439
2019;Federal;Legislativo;< 2,5;0,1964960167581807
2019;Federal;Legislativo;2,5 - 5;0,24343796616624877
2019;Federal;Legislativo;5 - 7,5;0,15345796172279175
2019;Federal;Legislativo;7,5 - 10;0,09045608912305202
2019;Federal;Legislativo;10 - 12,5;0,056146253213571584
2019;Federal;Legislativo;12,5 - 15;0,04652934268575237
2019;Federal;Legislativo;15 - 17,5;0,05392452470879487
2019;Federal;Legislativo;17,5 - 20;0,01872599739740375
2019;Federal;Legislativo;20 - 22,5;0,019043387183800425
2019;Federal;Legislativo;22,5 - 25;0,025105532103976893
2019;Federal;Legislativo;25 - 27,5;0,024121623766147206
2019;Federal;Legislativo;27,5 - 30;0,030152029707684005
2019;Federal;Legislativo;> 30;0,04240327546259561
2019;Municipal;Legislativo;< 2,5;0,46401213255461266
2019;Municipal;Legislativo;2,5 - 5;0,2782872446839405
2019;Municipal;Legislativo;5 - 7,5;0,11751153560711174
2019;Municipal;Legislativo;7,5 - 10;0,06076602884708464
2019;Municipal;Legislativo;10 - 12,5;0,027182085121486885
2019;Municipal;Legislativo;12,5 - 15;0,01741796005291859
2019;Municipal;Legislativo;15 - 17,5;0,011358136233099933
2019;Municipal;Legislativo;17,5 - 20;0,006427672550095189
2019;Municipal;Legislativo;20 - 22,5;0,004840114872059631
2019;Municipal;Legislativo;22,5 - 25;0,005414475170210706
2019;Municipal;Legislativo;25 - 27,5;0,0024394178955180535
2019;Municipal;Legislativo;27,5 - 30;0,0018392436513826596
2019;Municipal;Legislativo;> 30;0,0025039527604788486
2018;Estadual;Executivo;< 2,5;0,32752666541002917
2018;Estadual;Executivo;2,5 - 5;0,3549650995074472
2018;Estadual;Executivo;5 - 7,5;0,1682190619958582
2018;Estadual;Executivo;7,5 - 10;0,07079210724984887
2018;Estadual;Executivo;10 - 12,5;0,029971444033281478
2018;Estadual;Executivo;12,5 - 15;0,016290630167428276
2018;Estadual;Executivo;15 - 17,5;0,009199802479629511
2018;Estadual;Executivo;17,5 - 20;0,0062955617761600085
2018;Estadual;Executivo;20 - 22,5;0,004205468549233361
2018;Estadual;Executivo;22,5 - 25;0,004037454624239257
2018;Estadual;Executivo;25 - 27,5;0,0026991037017147983
2018;Estadual;Executivo;27,5 - 30;0,0022737884515868674
2018;Estadual;Executivo;> 30;0,0035238120535429976
2018;Federal;Executivo;< 2,5;0,15340914067495248
2018;Federal;Executivo;2,5 - 5;0,22952304000140142
2018;Federal;Executivo;5 - 7,5;0,20684105420816143
2018;Federal;Executivo;7,5 - 10;0,1204793686662988
2018;Federal;Executivo;10 - 12,5;0,09275998283276839
2018;Federal;Executivo;12,5 - 15;0,05877039703602491
2018;Federal;Executivo;15 - 17,5;0,039888631964334204
2018;Federal;Executivo;17,5 - 20;0,04272429075684719
2018;Federal;Executivo;20 - 22,5;0,019873698224592937
2018;Federal;Executivo;22,5 - 25;0,009872253023972813
2018;Federal;Executivo;25 - 27,5;0,009209869406416691
2018;Federal;Executivo;27,5 - 30;0,005510374788694152
2018;Federal;Executivo;> 30;0,011137898415534593
2018;Municipal;Executivo;< 2,5;0,6013490382448737
2018;Municipal;Executivo;2,5 - 5;0,2784529979310486
2018;Municipal;Executivo;5 - 7,5;0,07275989921543724
2018;Municipal;Executivo;7,5 - 10;0,024482946514533872
2018;Municipal;Executivo;10 - 12,5;0,010422598684884364
2018;Municipal;Executivo;12,5 - 15;0,005193600589958416
2018;Municipal;Executivo;15 - 17,5;0,0028903046070016592
2018;Municipal;Executivo;17,5 - 20;0,0017149763402093533
2018;Municipal;Executivo;20 - 22,5;0,0010078456275477805
2018;Municipal;Executivo;22,5 - 25;0,0006682917835999754
2018;Municipal;Executivo;25 - 27,5;0,0003975664215334822
2018;Municipal;Executivo;27,5 - 30;0,0003362762971915521
2018;Municipal;Executivo;> 30;0,00032365774217997826
2018;Estadual;Judiciario;< 2,5;0,03166223243999889
2018;Estadual;Judiciario;2,5 - 5;0,1210080372289637
2018;Estadual;Judiciario;5 - 7,5;0,24281794332224005
2018;Estadual;Judiciario;7,5 - 10;0,2008194821688467
2018;Estadual;Judiciario;10 - 12,5;0,12056306953547227
2018;Estadual;Judiciario;12,5 - 15;0,0875242182937343
2018;Estadual;Judiciario;15 - 17,5;0,048997432165602144
2018;Estadual;Judiciario;17,5 - 20;0,027504565553938428
2018;Estadual;Judiciario;20 - 22,5;0,019712995837698033
2018;Estadual;Judiciario;22,5 - 25;0,014665393564654733
2018;Estadual;Judiciario;25 - 27,5;0,01483689152985455
2018;Estadual;Judiciario;27,5 - 30;0,02622991851529113
2018;Estadual;Judiciario;> 30;0,0436578198437051
2018;Federal;Judiciario;< 2,5;0,0667758618074829
2018;Federal;Judiciario;2,5 - 5;0,021543291323536103
2018;Federal;Judiciario;5 - 7,5;0,021801113183796655
2018;Federal;Judiciario;7,5 - 10;0,10652592626294796
2018;Federal;Judiciario;10 - 12,5;0,1722780836252787
2018;Federal;Judiciario;12,5 - 15;0,1871028405902604
2018;Federal;Judiciario;15 - 17,5;0,13719156164217358
2018;Federal;Judiciario;17,5 - 20;0,0914509304335957
2018;Federal;Judiciario;20 - 22,5;0,07462426255364969
2018;Federal;Judiciario;22,5 - 25;0,04741647330027147
2018;Federal;Judiciario;25 - 27,5;0,02245325083033805
2018;Federal;Judiciario;27,5 - 30;0,013596311630799097
2018;Federal;Judiciario;> 30;0,037240092815869694
2018;Estadual;Legislativo;< 2,5;0,28694312220967416
2018;Estadual;Legislativo;2,5 - 5;0,2266245896967714
2018;Estadual;Legislativo;5 - 7,5;0,13049489693605074
2018;Estadual;Legislativo;7,5 - 10;0,075316368856006
2018;Estadual;Legislativo;10 - 12,5;0,06065627407727949
2018;Estadual;Legislativo;12,5 - 15;0,045299587322026026
2018;Estadual;Legislativo;15 - 17,5;0,03810147023124743
2018;Estadual;Legislativo;17,5 - 20;0,036655514158759644
2018;Estadual;Legislativo;20 - 22,5;0,0241696307007082
2018;Estadual;Legislativo;22,5 - 25;0,017741986553663967
2018;Estadual;Legislativo;25 - 27,5;0,016802642827741247
2018;Estadual;Legislativo;27,5 - 30;0,012813070598541379
2018;Estadual;Legislativo;> 30;0,028380845831530287
2018;Federal;Legislativo;< 2,5;0,2093466493862926
2018;Federal;Legislativo;2,5 - 5;0,23549592132347336
2018;Federal;Legislativo;5 - 7,5;0,13897994968361668
2018;Federal;Legislativo;7,5 - 10;0,07772356483952123
2018;Federal;Legislativo;10 - 12,5;0,0450560341541511
2018;Federal;Legislativo;12,5 - 15;0,049782724708393684
2018;Federal;Legislativo;15 - 17,5;0,05107875276358924
2018;Federal;Legislativo;17,5 - 20;0,030914080963634977
2018;Federal;Legislativo;20 - 22,5;0,03876648623923153
2018;Federal;Legislativo;22,5 - 25;0,023557215826789664
2018;Federal;Legislativo;25 - 27,5;0,026111153464969124
2018;Federal;Legislativo;27,5 - 30;0,024624533048715407
2018;Federal;Legislativo;> 30;0,048562933597621406
2018;Municipal;Legislativo;< 2,5;0,4704945492489771
2018;Municipal;Legislativo;2,5 - 5;0,27943680149380784
2018;Municipal;Legislativo;5 - 7,5;0,11754125820358624
2018;Municipal;Legislativo;7,5 - 10;0,05442513112008128
2018;Municipal;Legislativo;10 - 12,5;0,02669083120520636
2018;Municipal;Legislativo;12,5 - 15;0,016846527720570062
2018;Municipal;Legislativo;15 - 17,5;0,010098305736331933
2018;Municipal;Legislativo;17,5 - 20;0,0069953593102122635
2018;Municipal;Legislativo;20 - 22,5;0,004716203970673037
2018;Municipal;Legislativo;22,5 - 25;0,0043386330559903345
2018;Municipal;Legislativo;25 - 27,5;0,003514841969409891
2018;Municipal;Legislativo;27,5 - 30;0,0023889941510832854
2018;Municipal;Legislativo;> 30;0,002512562814070352
2017;Estadual;Executivo;< 2,5;0,342458443109858
2017;Estadual;Executivo;2,5 - 5;0,3595856238035629
2017;Estadual;Executivo;5 - 7,5;0,15881770407905105
2017;Estadual;Executivo;7,5 - 10;0,06606265613985354
2017;Estadual;Executivo;10 - 12,5;0,02816418031939351
2017;Estadual;Executivo;12,5 - 15;0,013934691309407787
2017;Estadual;Executivo;15 - 17,5;0,00889390205613539
2017;Estadual;Executivo;17,5 - 20;0,005750755144109876
2017;Estadual;Executivo;20 - 22,5;0,004285566572580734
2017;Estadual;Executivo;22,5 - 25;0,0038540556526516236
2017;Estadual;Executivo;25 - 27,5;0,002784549709083698
2017;Estadual;Executivo;27,5 - 30;0,002154726050279665
2017;Estadual;Executivo;> 30;0,0032531460540322073
2017;Federal;Executivo;< 2,5;0,13920767906605028
2017;Federal;Executivo;2,5 - 5;0,20796258038701312
2017;Federal;Executivo;5 - 7,5;0,22360187312038018
2017;Federal;Executivo;7,5 - 10;0,12018012254238539
2017;Federal;Executivo;10 - 12,5;0,1026739146482764
2017;Federal;Executivo;12,5 - 15;0,05922881960678166
2017;Federal;Executivo;15 - 17,5;0,03837500280839673
2017;Federal;Executivo;17,5 - 20;0,04180820094640295
2017;Federal;Executivo;20 - 22,5;0,020880563433925647
2017;Federal;Executivo;22,5 - 25;0,012789171250148444
2017;Federal;Executivo;25 - 27,5;0,014553379330414028
2017;Federal;Executivo;27,5 - 30;0,005094699137795457
2017;Federal;Executivo;> 30;0,013643993722029705
2017;Municipal;Executivo;< 2,5;0,6093512727100837
2017;Municipal;Executivo;2,5 - 5;0,27398686421121254
2017;Municipal;Executivo;5 - 7,5;0,07055710240571125
2017;Municipal;Executivo;7,5 - 10;0,023555854348210014
2017;Municipal;Executivo;10 - 12,5;0,009970837078271785
2017;Municipal;Executivo;12,5 - 15;0,0052026468535623475
2017;Municipal;Executivo;15 - 17,5;0,002941568455724159
2017;Municipal;Executivo;17,5 - 20;0,0016972859837430826
2017;Municipal;Executivo;20 - 22,5;0,0010174524526857529
2017;Municipal;Executivo;22,5 - 25;0,000627639648180403
2017;Municipal;Executivo;25 - 27,5;0,0004351131556815503
2017;Municipal;Executivo;27,5 - 30;0,00030577737043935435
2017;Municipal;Executivo;> 30;0,0003505853264940745
2017;Estadual;Judiciario;< 2,5;0,029356496395152632
2017;Estadual;Judiciario;2,5 - 5;0,12344684767602393
2017;Estadual;Judiciario;5 - 7,5;0,2593428823439178
2017;Estadual;Judiciario;7,5 - 10;0,19849670194815155
2017;Estadual;Judiciario;10 - 12,5;0,11923799662524927
2017;Estadual;Judiciario;12,5 - 15;0,08207259549010584
2017;Estadual;Judiciario;15 - 17,5;0,04601932811780948
2017;Estadual;Judiciario;17,5 - 20;0,027108260469397148
2017;Estadual;Judiciario;20 - 22,5;0,02000402669121031
2017;Estadual;Judiciario;22,5 - 25;0,014778915477834024
2017;Estadual;Judiciario;25 - 27,5;0,01308674643350207
2017;Estadual;Judiciario;27,5 - 30;0,017094262923761313
2017;Estadual;Judiciario;> 30;0,049954939407884646
2017;Federal;Judiciario;< 2,5;0,0575570273380637
2017;Federal;Judiciario;2,5 - 5;0,01677476392625506
2017;Federal;Judiciario;5 - 7,5;0,036072220655595275
2017;Federal;Judiciario;7,5 - 10;0,12762844012224772
2017;Federal;Judiciario;10 - 12,5;0,1910920744765984
2017;Federal;Judiciario;12,5 - 15;0,18464434604333543
2017;Federal;Judiciario;15 - 17,5;0,13378655427600242
2017;Federal;Judiciario;17,5 - 20;0,09086266948151422
2017;Federal;Judiciario;20 - 22,5;0,05946238444009176
2017;Federal;Judiciario;22,5 - 25;0,04267999908542859
2017;Federal;Judiciario;25 - 27,5;0,01830667103628562
2017;Federal;Judiciario;27,5 - 30;0,009953585500994596
2017;Federal;Judiciario;> 30;0,03117926361758721
2017;Estadual;Legislativo;< 2,5;0,28393531055934396
2017;Estadual;Legislativo;2,5 - 5;0,23956192154175776
2017;Estadual;Legislativo;5 - 7,5;0,1296616529087409
2017;Estadual;Legislativo;7,5 - 10;0,07878451716749867
2017;Estadual;Legislativo;10 - 12,5;0,05620629275560921
2017;Estadual;Legislativo;12,5 - 15;0,043644708364601346
2017;Estadual;Legislativo;15 - 17,5;0,03693432085875559
2017;Estadual;Legislativo;17,5 - 20;0,035118057141614194
2017;Estadual;Legislativo;20 - 22,5;0,024002958225934505
2017;Estadual;Legislativo;22,5 - 25;0,018206140493980227
2017;Estadual;Legislativo;25 - 27,5;0,016770530849293613
2017;Estadual;Legislativo;27,5 - 30;0,010527804061035161
2017;Estadual;Legislativo;> 30;0,026645785071834863
2017;Federal;Legislativo;< 2,5;0,20524606909634818
2017;Federal;Legislativo;2,5 - 5;0,2293239940170005
2017;Federal;Legislativo;5 - 7,5;0,1384480682937507
2017;Federal;Legislativo;7,5 - 10;0,07289044544161104
2017;Federal;Legislativo;10 - 12,5;0,047754551092627044
2017;Federal;Legislativo;12,5 - 15;0,05384699573164058
2017;Federal;Legislativo;15 - 17,5;0,04250118565539382
2017;Federal;Legislativo;17,5 - 20;0,036955966582758744
2017;Federal;Legislativo;20 - 22,5;0,03914486884827259
2017;Federal;Legislativo;22,5 - 25;0,02838276604282952
2017;Federal;Legislativo;25 - 27,5;0,026668125934843676
2017;Federal;Legislativo;27,5 - 30;0,029477217175586445
2017;Federal;Legislativo;> 30;0,0493597460873372
2017;Municipal;Legislativo;< 2,5;0,47736446022943624
2017;Municipal;Legislativo;2,5 - 5;0,2713910870182289
2017;Municipal;Legislativo;5 - 7,5;0,1189828372830429
2017;Municipal;Legislativo;7,5 - 10;0,052907415484523095
2017;Municipal;Legislativo;10 - 12,5;0,027658351853005726
2017;Municipal;Legislativo;12,5 - 15;0,01703117535879702
2017;Municipal;Legislativo;15 - 17,5;0,010613330010177165
2017;Municipal;Legislativo;17,5 - 20;0,006604772883045672
2017;Municipal;Legislativo;20 - 22,5;0,0048254996849924885
2017;Municipal;Legislativo;22,5 - 25;0,003198537811286269
2017;Municipal;Legislativo;25 - 27,5;0,004278563565746568
2017;Municipal;Legislativo;27,5 - 30;0,0027900665323557713
2017;Municipal;Legislativo;> 30;0,0023539022853621893
2016;Estadual;Executivo;< 2,5;0,3532627163238745
2016;Estadual;Executivo;2,5 - 5;0,35928566556598285
2016;Estadual;Executivo;5 - 7,5;0,15221626940097965
2016;Estadual;Executivo;7,5 - 10;0,06407134085386686
2016;Estadual;Executivo;10 - 12,5;0,027105894959641764
2016;Estadual;Executivo;12,5 - 15;0,013408507805452104
2016;Estadual;Executivo;15 - 17,5;0,008682737946617195
2016;Estadual;Executivo;17,5 - 20;0,00602819598241663
2016;Estadual;Executivo;20 - 22,5;0,004456334312416226
2016;Estadual;Executivo;22,5 - 25;0,003758209219633796
2016;Estadual;Executivo;25 - 27,5;0,003135081650081309
2016;Estadual;Executivo;27,5 - 30;0,0017669169567548233
2016;Estadual;Executivo;> 30;0,002822129022282289
2016;Federal;Executivo;< 2,5;0,1426513670792946
2016;Federal;Executivo;2,5 - 5;0,235279908876154
2016;Federal;Executivo;5 - 7,5;0,2226960869044928
2016;Federal;Executivo;7,5 - 10;0,13055507541207392
2016;Federal;Executivo;10 - 12,5;0,09124351252288068
2016;Federal;Executivo;12,5 - 15;0,056458225301049964
2016;Federal;Executivo;15 - 17,5;0,03942458127794989
2016;Federal;Executivo;17,5 - 20;0,027440199976066695
2016;Federal;Executivo;20 - 22,5;0,01850842319403263
2016;Federal;Executivo;22,5 - 25;0,01979594640712326
2016;Federal;Executivo;25 - 27,5;0,012306816116865446
2016;Federal;Executivo;27,5 - 30;0,002214938814946793
2016;Federal;Executivo;> 30;0,0014249181170693224
2016;Municipal;Executivo;< 2,5;0,6197216470263419
2016;Municipal;Executivo;2,5 - 5;0,26748892486477666
2016;Municipal;Executivo;5 - 7,5;0,06755769737585181
2016;Municipal;Executivo;7,5 - 10;0,022556379654380482
2016;Municipal;Executivo;10 - 12,5;0,010106379863542621
2016;Municipal;Executivo;12,5 - 15;0,005225204874314471
2016;Municipal;Executivo;15 - 17,5;0,0029281026065785675
2016;Municipal;Executivo;17,5 - 20;0,0017032491246564512
2016;Municipal;Executivo;20 - 22,5;0,0010098348037431656
2016;Municipal;Executivo;22,5 - 25;0,0006323389765278248
2016;Municipal;Executivo;25 - 27,5;0,0004238461570640329
2016;Municipal;Executivo;27,5 - 30;0,0003147471857234291
2016;Municipal;Executivo;> 30;0,00033164748649858395
2016;Estadual;Judiciario;< 2,5;0,025786869850613327
2016;Estadual;Judiciario;2,5 - 5;0,12061787799281627
2016;Estadual;Judiciario;5 - 7,5;0,2767719699096709
2016;Estadual;Judiciario;7,5 - 10;0,20084907395753662
2016;Estadual;Judiciario;10 - 12,5;0,11722932742111938
2016;Estadual;Judiciario;12,5 - 15;0,07943246618710609
2016;Estadual;Judiciario;15 - 17,5;0,04267153327072583
2016;Estadual;Judiciario;17,5 - 20;0,03269467223034399
2016;Estadual;Judiciario;20 - 22,5;0,018937156909254616
2016;Estadual;Judiciario;22,5 - 25;0,011816359922160152
2016;Estadual;Judiciario;25 - 27,5;0,009952657107726864
2016;Estadual;Judiciario;27,5 - 30;0,01698147915073241
2016;Estadual;Judiciario;> 30;0,04625855609019353
2016;Federal;Judiciario;< 2,5;0,06464159891092146
2016;Federal;Judiciario;2,5 - 5;0,02442198801714401
2016;Federal;Judiciario;5 - 7,5;0,06248737760956235
2016;Federal;Judiciario;7,5 - 10;0,15070573187424732
2016;Federal;Judiciario;10 - 12,5;0,20152441076811453
2016;Federal;Judiciario;12,5 - 15;0,16980948605366106
2016;Federal;Judiciario;15 - 17,5;0,11753969975540612
2016;Federal;Judiciario;17,5 - 20;0,08019986386518164
2016;Federal;Judiciario;20 - 22,5;0,04956204980140772
2016;Federal;Judiciario;22,5 - 25;0,032290879715164075
2016;Federal;Judiciario;25 - 27,5;0,012364332677592358
2016;Federal;Judiciario;27,5 - 30;0,007367736048051103
2016;Federal;Judiciario;> 30;0,027084844903546238
2016;Estadual;Legislativo;< 2,5;0,30727759782109193
2016;Estadual;Legislativo;2,5 - 5;0,2301751868996514
2016;Estadual;Legislativo;5 - 7,5;0,12073661439827839
2016;Estadual;Legislativo;7,5 - 10;0,07835774890998554
2016;Estadual;Legislativo;10 - 12,5;0,053665699010300494
2016;Estadual;Legislativo;12,5 - 15;0,04463174884273529
2016;Estadual;Legislativo;15 - 17,5;0,038366267274907814
2016;Estadual;Legislativo;17,5 - 20;0,03592284154720407
2016;Estadual;Legislativo;20 - 22,5;0,023369461661753663
2016;Estadual;Legislativo;22,5 - 25;0,018325692957778052
2016;Estadual;Legislativo;25 - 27,5;0,015624474607426669
2016;Estadual;Legislativo;27,5 - 30;0,012004169515461953
2016;Estadual;Legislativo;> 30;0,02154249655342472
2016;Federal;Legislativo;< 2,5;0,20694880398311505
2016;Federal;Legislativo;2,5 - 5;0,2301836418082765
2016;Federal;Legislativo;5 - 7,5;0,12685355557960817
2016;Federal;Legislativo;7,5 - 10;0,06974059241620666
2016;Federal;Legislativo;10 - 12,5;0,04895912256016163
2016;Federal;Legislativo;12,5 - 15;0,05621098964534401
2016;Federal;Legislativo;15 - 17,5;0,04358336039253888
2016;Federal;Legislativo;17,5 - 20;0,03827975610636072
2016;Federal;Legislativo;20 - 22,5;0,033517335931017064
2016;Federal;Legislativo;22,5 - 25;0,029801205036620124
2016;Federal;Legislativo;25 - 27,5;0,031388678428401345
2016;Federal;Legislativo;27,5 - 30;0,03384204639751777
2016;Federal;Legislativo;> 30;0,05069091171483205
2016;Municipal;Legislativo;< 2,5;0,4812567557829502
2016;Municipal;Legislativo;2,5 - 5;0,2750234200475607
2016;Municipal;Legislativo;5 - 7,5;0,11305757728615695
2016;Municipal;Legislativo;7,5 - 10;0,0520429487641421
2016;Municipal;Legislativo;10 - 12,5;0,027621243784679686
2016;Municipal;Legislativo;12,5 - 15;0,016185054406572027
2016;Municipal;Legislativo;15 - 17,5;0,009771564459177056
2016;Municipal;Legislativo;17,5 - 20;0,006082006197304893
2016;Municipal;Legislativo;20 - 22,5;0,0050659364415940045
2016;Municipal;Legislativo;22,5 - 25;0,004093103696764431
2016;Municipal;Legislativo;25 - 27,5;0,004813720544786337
2016;Municipal;Legislativo;27,5 - 30;0,0028392303812063125
2016;Municipal;Legislativo;> 30;0,002147438207105282
2015;Estadual;Executivo;< 2,5;0,3333978733010083
2015;Estadual;Executivo;2,5 - 5;0,3541956484767956
2015;Estadual;Executivo;5 - 7,5;0,16465828075314165
2015;Estadual;Executivo;7,5 - 10;0,0696404603810244
2015;Estadual;Executivo;10 - 12,5;0,03134898932245881
2015;Estadual;Executivo;12,5 - 15;0,015265996429808044
2015;Estadual;Executivo;15 - 17,5;0,009094629662936195
2015;Estadual;Executivo;17,5 - 20;0,006446961605142643
2015;Estadual;Executivo;20 - 22,5;0,004817250952193931
2015;Estadual;Executivo;22,5 - 25;0,0032652329617544103
2015;Estadual;Executivo;25 - 27,5;0,0031269767276829357
2015;Estadual;Executivo;27,5 - 30;0,0019817746472324893
2015;Estadual;Executivo;> 30;0,002759924778820613
2015;Federal;Executivo;< 2,5;0,12367067835533815
2015;Federal;Executivo;2,5 - 5;0,21252031665456708
2015;Federal;Executivo;5 - 7,5;0,23588237202325354
2015;Federal;Executivo;7,5 - 10;0,12076118800274281
2015;Federal;Executivo;10 - 12,5;0,10669249897368036
2015;Federal;Executivo;12,5 - 15;0,06337342039059432
2015;Federal;Executivo;15 - 17,5;0,042086376403708846
2015;Federal;Executivo;17,5 - 20;0,029315268616096048
2015;Federal;Executivo;20 - 22,5;0,019772453468848542
2015;Federal;Executivo;22,5 - 25;0,013490370493002569
2015;Federal;Executivo;25 - 27,5;0,02165506487346905
2015;Federal;Executivo;27,5 - 30;0,008191540888910267
2015;Federal;Executivo;> 30;0,0025884508557883867
2015;Municipal;Executivo;< 2,5;0,623251205302818
2015;Municipal;Executivo;2,5 - 5;0,26470927447184145
2015;Municipal;Executivo;5 - 7,5;0,06644436622885296
2015;Municipal;Executivo;7,5 - 10;0,02247215809815968
2015;Municipal;Executivo;10 - 12,5;0,010331593727861849
2015;Municipal;Executivo;12,5 - 15;0,005386587198740674
2015;Municipal;Executivo;15 - 17,5;0,0029473559838827205
2015;Municipal;Executivo;17,5 - 20;0,0017883934146897178
2015;Municipal;Executivo;20 - 22,5;0,0010640418089440911
2015;Municipal;Executivo;22,5 - 25;0,0006725766456098567
2015;Municipal;Executivo;25 - 27,5;0,0003776916963750392
2015;Municipal;Executivo;27,5 - 30;0,0002767969022643082
2015;Municipal;Executivo;> 30;0,000277958519959662
2015;Estadual;Judiciario;< 2,5;0,03076186637105714
2015;Estadual;Judiciario;2,5 - 5;0,13244986395243374
2015;Estadual;Judiciario;5 - 7,5;0,29528368436964625
2015;Estadual;Judiciario;7,5 - 10;0,19395344149954652
2015;Estadual;Judiciario;10 - 12,5;0,11734354529880077
2015;Estadual;Judiciario;12,5 - 15;0,07933084752594981
2015;Estadual;Judiciario;15 - 17,5;0,044910813262118314
2015;Estadual;Judiciario;17,5 - 20;0,033155295777486646
2015;Estadual;Judiciario;20 - 22,5;0,02208505492290638
2015;Estadual;Judiciario;22,5 - 25;0,01241560012093117
2015;Estadual;Judiciario;25 - 27,5;0,009568678826967651
2015;Estadual;Judiciario;27,5 - 30;0,008782626221908696
2015;Estadual;Judiciario;> 30;0,0199586818502469
