Índice de Atkinson - Renda  (Atlas DH - PNADC/A)
Sigla,Código,Brasil,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,
BR,0,Brasil,0.377,0.367,0.36,0.358,0.377,0.384,0.393,0.39,0.365,0.398,
